arm,quantity,window,mean,n_censored,diff_mean,diff_lo95,diff_hi95,diff_pos_seeds
cap12_bfix,level_mu2_norm,51-100,4.149981554349229,,,,,
cap12_bfix,level_mu2_norm,2-10,3.535229026220043,,,,,
cap12_bfix,level_mu2_norm,11-50,4.122418158207283,,,,,
cap12_bfix,level_mu2_proj_sd,51-100,4.378272674260812,,,,,
cap12_bfix,level_mu2_proj_sd,2-10,3.2662139206628282,,,,,
cap12_bfix,level_mu2_proj_sd,11-50,4.5167858165775225,,,,,
cap12_bfix,level_s2_mean,51-100,30.535729369107145,,,,,
cap12_bfix,level_s2_mean,2-10,25.33247540013733,,,,,
cap12_bfix,level_s2_mean,11-50,30.278885782032397,,,,,
cap12_bfix,level_s2_sd,51-100,34.084456023535964,,,,,
cap12_bfix,level_s2_sd,2-10,24.502540018418692,,,,,
cap12_bfix,level_s2_sd,11-50,35.144465909714945,,,,,
cap12_bfix,level_memo_acc,51-100,0.9920500031709671,,,,,
cap12_bfix,level_memo_acc,2-10,0.9888796316252815,,,,,
cap12_bfix,level_memo_acc,11-50,0.9921479195356367,,,,,
cap12_bfix,level_online_acc,51-100,0.8477079791666668,,,,,
cap12_bfix,level_online_acc,2-10,0.8605461805555557,,,,,
cap12_bfix,level_online_acc,11-50,0.8538312239583334,,,,,
cap12_bfix,absorb_l1_frac_absorbed,1-100,0.0,,,,,
cap12_bfix,absorb_l1_median_absorb_task,1-100,,,,,,
cap12_bfix,absorb_l1_frac_neg_at_end,1-100,0.0,,,,,
cap12_bfix,absorb_l1_frac_ever_neg,1-100,0.0,,,,,
cap12_bfix,absorb_l2_frac_absorbed,1-100,0.0,,,,,
cap12_bfix,absorb_l2_median_absorb_task,1-100,,,,,,
cap12_bfix,absorb_l2_frac_neg_at_end,1-100,0.0,,,,,
cap12_bfix,absorb_l2_frac_ever_neg,1-100,0.0,,,,,
cap12_bfix,t_half_median_observed,2-100,,10.0,,,,
cap12_bfix,seeds_at_floor,51-100,0.0,,,,,
