arm,iv,seed,task,step,CE_before,CE_after,CE_improvement,acc_before,acc_after,logit_change_rms,credit_D_only,credit_N_only,credit_both,credit_rest,credit_downstream
LR,none,0,101,300,4.954555008937602,0.3723214222269863,4.582233586710616,0.0859375,0.900390625,5.822094452858269,0.33815794093290275,1.4938643216014345,0.3316202136007071,1.380538803089561,1.0380523074860109
LR,none,0,101,625,4.954555008937602,0.2749599559462818,4.67959505299132,0.0859375,0.912109375,6.01173261371372,0.35499709037277927,1.4866648885174814,0.3435546178467133,1.4771757406950745,1.0172027155592724
LR,none,0,102,300,3.601168442472841,0.39312237849869186,3.208046063974149,0.10546875,0.8671875,5.004429449175467,0.2589998203328309,0.738391231980053,0.20726748857544852,1.2765181757591433,0.7268693473266735
LR,none,0,102,625,3.601168442472841,0.2698552928691008,3.3313131496037403,0.10546875,0.90234375,5.223741370822893,0.2902223662678603,0.6625450186307618,0.23168099770516531,1.393996429854234,0.752868337145719
LR,none,0,103,300,4.03924368771071,0.4139794359625056,3.625264251748204,0.072265625,0.87890625,5.3016161496113305,0.3994447636815046,0.922747700282241,0.4629054221642297,1.215909867910865,0.6242564977093634
LR,none,0,103,625,4.03924368771071,0.31677281030570265,3.722470877405007,0.072265625,0.908203125,5.936918609688159,0.42861169626914725,0.9725899622517625,0.5497003776611545,1.1550271186047516,0.616541722618191
LR,none,0,104,300,3.9367865518472493,0.4024690996082784,3.534317452238971,0.201171875,0.873046875,4.690675791802857,0.42358866538069934,0.8356693558596767,0.11382006898442332,1.4242585605327704,0.7369808014814012
LR,none,0,104,625,3.9367865518472493,0.30846370099266535,3.628322850854584,0.201171875,0.90234375,5.37423807278564,0.4633098235271891,0.8102163284436885,0.15966019061525408,1.4241759516707075,0.7709605565977447
LR,none,0,105,300,3.399170401933398,0.37489899999536747,3.0242714019380306,0.08984375,0.865234375,4.540775466201863,0.357814437810167,0.9700417190255903,0.24818979056590018,0.9857052366419173,0.4625202178944558
LR,none,0,105,625,3.399170401933398,0.2780477326689033,3.1211226692644947,0.08984375,0.90625,4.847243046155441,0.36352453926581874,1.033098390145111,0.2450231350966531,0.9829175338929879,0.49655907086392387
LR,none,0,106,300,3.7794805133282803,0.4054841747835356,3.3739963385447447,0.12109375,0.86328125,4.806641961498093,0.44768188314783525,0.8512393512410852,0.2645558454023363,1.0756069121995737,0.7349123465539141
LR,none,0,106,625,3.7794805133282803,0.29352745143757103,3.4859530618907093,0.12109375,0.90625,5.595850167356883,0.5000283149033912,0.8485815943477808,0.27161789543627335,1.119931746180503,0.7457935110227613
LR,none,0,107,300,2.8884015434946133,0.37888665444394515,2.509514889050668,0.181640625,0.884765625,4.227567155368785,0.1551896562843913,0.8689991043018849,0.08675018053089162,0.8674400687165547,0.5311358792169456
LR,none,0,107,625,2.8884015434946133,0.3103687739110489,2.5780327695835643,0.181640625,0.900390625,4.518387994396424,0.18913107418873382,0.7966818156121099,0.09010692083360627,1.0008529782319087,0.5012599807172055
LR,none,0,108,300,3.950003295679985,0.4075999251325365,3.5424033705474485,0.107421875,0.87890625,4.955484190801671,0.4513120044520287,0.7971998461499414,0.15079730205713626,1.326263390148267,0.8168308277400758
LR,none,0,108,625,3.950003295679985,0.3480102202931572,3.6019930753868277,0.107421875,0.888671875,5.366088076866302,0.45997627486880693,0.8998999712295995,0.1230221101073043,1.4603048154838907,0.6587899036972263
