act,arm,seed,task,online_acc,memo_acc,dead_frac_l1,wt_med_l1,mob_l1,mob_l2,zbar_l1,zbar_l2,rowmean_abs_med_l1
R,l2,3,1,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,2,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,3,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,4,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,5,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,6,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,7,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,8,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,9,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,10,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,11,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,12,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,13,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,14,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,15,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,16,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,17,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,18,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,19,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,20,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,21,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,22,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,23,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,24,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,25,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,26,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,27,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,28,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,29,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,30,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,31,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,32,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,33,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,34,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,35,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,36,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,37,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,38,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,39,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,40,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,41,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,42,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,43,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,44,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,45,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,46,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,47,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,48,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,49,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2,3,50,0.92,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
