act,arm,seed,task,online_acc,memo_acc,dead_frac_l1,wt_med_l1,mob_l1,mob_l2,zbar_l1,zbar_l2,rowmean_abs_med_l1
R,l2wt,1,1,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,2,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,3,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,4,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,5,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,6,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,7,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,8,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,9,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,10,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,11,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,12,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,13,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,14,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,15,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,16,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,17,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,18,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,19,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,20,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,21,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,22,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,23,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,24,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,25,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,26,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,27,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,28,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,29,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,30,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,31,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,32,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,33,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,34,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,35,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,36,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,37,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,38,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,39,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,40,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,41,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,42,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,43,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,44,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,45,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,46,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,47,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,48,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,49,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,1,50,0.834,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
