act,arm,seed,task,online_acc,memo_acc,dead_frac_l1,wt_med_l1,mob_l1,mob_l2,zbar_l1,zbar_l2,rowmean_abs_med_l1
R,ref,4,1,0.92,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,2,0.8255555556,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,3,0.7311111111,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,4,0.6366666667,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,5,0.5422222222,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,6,0.4477777778,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,7,0.3533333333,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,8,0.2588888889,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,9,0.1644444444,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,10,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,11,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,12,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,13,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,14,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,15,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,16,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,17,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,18,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,19,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,20,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,21,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,22,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,23,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,24,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,25,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,26,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,27,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,28,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,29,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,30,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,31,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,32,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,33,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,34,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,35,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,36,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,37,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,38,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,39,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,40,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,41,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,42,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,43,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,44,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,45,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,46,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,47,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,48,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,49,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,4,50,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
