environment,arm,activation,cell,seed,metric,n_transitions,calibration_first_task,calibration_last_task,heldout_first_task,heldout_last_task,qbar,gamma,split_V,heldout_mape,constant_split_mape,negative_prediction,unstable_gamma,positive_predictions,P3,late_n_transitions,late_endpoint_relative_change,late_median_relative_increment,late_loglog_slope,late_halves_ratio,late_nearbalance,late_activity,late_invalid_V,late_zero_Q_count,late_negative_c_fraction,P1,P2,stopped,window,window_endpoint,late_first_task,late_last_task,late_mean_V,late_mean_sigma,late_mean_sqrtQ,late_sum_Q,late_sum_X,late_sum_G_pre,late_sum_A_energy,late_sum_E_energy,late_sum_AE_cross,late_sum_total_energy,late_sum_mean_A_sq,late_sum_mean_E_sq,late_sum_centered_E_energy,late_target_change_fraction,late_target_change_energy,late_learner_input_mean_shift_sq,late_original_context_mean_shift_sq,late_task_start_mse,late_mse,late_task_mse_gain,late_task_start_acc,late_train_acc,late_task_accuracy_gain,late_grad_w1_start_norm,late_grad_w1_end_norm,late_grad_w2_start_norm,late_grad_w2_end_norm,late_A_balance,late_A_activity,late_update_only_balance,late_G_pre_over_Q,late_abs_G_pre_over_Q,late_update_negative_c_fraction,A_BALANCE,A_PLATEAU,low_response_onset_task,response_censoring,active_window_status,active_window_first_task,active_window_last_task,active_window_balance,active_window_activity,active_window_loglog_slope,dynamics_label,P4,raw_minus_reference_slope
conda,LR_k1_X1Y0,LR,X1Y0,201,actual,100,6,50,51,100,0.1863839948588622,-0.0016162516838494482,33.422694870395155,0.030525891643106377,0.20486203748007029,False,True,True,NOT_APPLICABLE,20,0.20336827302697297,0.010756341148641397,0.8933310546010879,1.1057357332421034,-2.7494481231847,0.049708693750391594,False,0,0.2,NOT_APPLICABLE,NOT_APPLICABLE,True,secondary100,100,81,100,48.00472429935157,6.9256275856401555,0.34414837006642274,2.386252138768449,3.280438232191194,0.0,119.47796041480889,116.92094668406179,-205.10171140469836,31.297195694172323,117.09170827604042,116.92094668406179,0.0,0.0,0.0,1.0,1.0,0.17324558217078448,0.0005443876980280038,0.17270119447275648,,,,,,,,-2.7494481231847,0.049708693750391594,-2.7494481231847,0.0,0.0,0.2,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,201,actual,400,6,200,201,400,0.14200919299323086,-0.0018101215815636087,87.13543328948533,0.44829904063488535,0.12492329609466403,False,True,True,NOT_APPLICABLE,80,0.07796618430665626,0.0006058607836690839,0.16833324049090048,1.0071865209832445,0.252626975381901,0.1009036760380743,False,0,0.525,NOT_APPLICABLE,NOT_APPLICABLE,False,primary400,400,321,400,106.03905571836758,10.297005566645456,0.36064090991454434,10.699730525589473,-1.351520280040533,0.0,158.9322797764425,134.57536923172214,-192.840967916605,100.66668109155961,148.23254925085303,134.57536923172214,0.0,0.0,0.0,1.0,1.0,0.04975662684009876,0.0004889070983836064,0.049267719741715156,,,,,,,,0.252626975381901,0.1009036760380743,0.252626975381901,0.0,0.0,0.525,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,201,raw,100,6,50,51,100,1.5243000819457295,0.0025659727568253057,250.01702724687928,0.040334161790277996,0.05992389778019538,False,False,True,NOT_APPLICABLE,20,0.08574500632752104,0.003959097034541359,0.3812276380590437,1.0436528129223965,-0.1426533060553877,0.07250716294683593,False,0,0.35,NOT_APPLICABLE,NOT_APPLICABLE,True,secondary100,100,81,100,277.76650749490517,16.66508353492941,1.0016193506193525,20.140061420106612,1.4365231728683874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17324558217078448,0.0005443876980280038,0.17270119447275648,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,201,raw,400,6,200,201,400,1.0989779524878767,0.0004000802335723827,403.81911963466854,0.09721348498833922,0.0704161332105174,False,False,True,NOT_APPLICABLE,80,0.0519486603318396,0.0009710480604285508,0.08226824055702879,1.000131456106771,0.6023354662786877,0.1284158591346827,False,0,0.55,NOT_APPLICABLE,NOT_APPLICABLE,False,primary400,400,321,400,449.6027174024093,21.20331762611305,0.8412680641321308,57.73611922451835,-17.388256147111083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04975662684009876,0.0004889070983836064,0.049267719741715156,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,201,reference,100,6,50,51,100,0.1863839948588622,-0.0016162516838494482,33.422694870395155,0.030525891643106377,0.20486203748007029,False,True,True,FAIL,20,0.20336827302697297,0.010756341148641397,0.8933310546010879,1.1057357332421034,-2.7494481231847,0.049708693750391594,False,0,0.2,FAIL,FAIL,True,secondary100,100,81,100,48.00472429935157,6.9256275856401555,0.34414837006642274,2.386252138768449,3.280438232191194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.17324558217078448,0.0005443876980280038,0.17270119447275648,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,STOPPED,NOT_ESTABLISHED,-0.5121034165420442
conda,LR_k1_X1Y0,LR,X1Y0,201,reference,400,6,200,201,400,0.14200919299323086,-0.0018101215815636087,87.13543328948533,0.44829904063488535,0.12492329609466403,False,True,True,FAIL,80,0.07796618430665626,0.0006058607836690839,0.16833324049090048,1.0071865209832445,0.252626975381901,0.1009036760380743,False,0,0.525,FAIL,FAIL,False,primary400,400,321,400,106.03905571836758,10.297005566645456,0.36064090991454434,10.699730525589473,-1.351520280040533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04975662684009876,0.0004889070983836064,0.049267719741715156,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,OTHER_ACTIVE,NOT_ESTABLISHED,-0.08606499993387169
conda,LR_k1_X1Y0,LR,X1Y0,202,actual,100,6,50,51,100,0.21521672337877007,-0.0019750080801797863,43.07526177158965,0.01913147521411694,0.17079524579738703,False,True,True,NOT_APPLICABLE,20,0.12132424333277758,0.007076266968074507,0.39658372443621803,1.0407486396862122,-1.3287609886145284,0.04960104954241098,False,0,0.35,NOT_APPLICABLE,NOT_APPLICABLE,True,secondary100,100,81,100,57.88371373397547,7.607552748752887,0.37468928354095643,2.871092952617652,1.907498155062218,0.0,102.84304102726897,99.19515588422016,-179.1080951871652,22.930101724324004,99.97194807465132,99.19515588422016,0.0,0.0,0.0,1.0,1.0,0.08575990404933691,0.0005921839525399264,0.08516772009679699,,,,,,,,-1.3287609886145284,0.04960104954241098,-1.3287609886145284,0.0,0.0,0.35,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,202,actual,400,6,200,201,400,0.16105391313333206,-0.0012582911816537772,88.74731028096451,0.26851037714640613,0.1487050684390972,False,True,True,NOT_APPLICABLE,80,0.11188192169207228,0.0020481881967724883,0.42069509006717654,1.0501734895623536,-0.19938173370085016,0.0889664234502948,False,0,0.45,NOT_APPLICABLE,NOT_APPLICABLE,True,primary400,400,321,400,114.41501217551817,10.695405437167864,0.3550650422163642,10.179094422277785,1.0147627467091993,0.0,147.71315743239626,69.92042306625689,-130.27813939885192,87.3554410998012,137.53406301011844,69.92042306625689,0.0,0.0,0.0,1.0,1.0,0.014693061027355726,0.0006786044921341273,0.014014456535221598,,,,,,,,-0.19938173370085016,0.0889664234502948,-0.19938173370085016,0.0,0.0,0.45,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,202,raw,100,6,50,51,100,1.642549627522892,0.002386465389959856,272.8129964318663,0.028743271899362707,0.05589834573818237,False,False,True,NOT_APPLICABLE,20,0.035907789490594914,0.0015714709313682344,0.10661457980759696,1.0107256142643155,0.5252212660479617,0.07456617408474013,False,0,0.75,NOT_APPLICABLE,NOT_APPLICABLE,True,secondary100,100,81,100,299.0204970245297,17.292105318795443,1.050206857461074,22.2968144360366,-5.855380553465806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08575990404933691,0.0005921839525399264,0.08516772009679699,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,202,raw,400,6,200,201,400,1.1449660955834966,0.0007741164305945437,383.4593703552521,0.011949843959763734,0.1154075659287764,False,False,True,NOT_APPLICABLE,80,0.09910070155756982,0.0010340530582971024,0.3943499415633549,1.0461494470146535,0.19224930392805883,0.11714482483150128,False,0,0.5625,NOT_APPLICABLE,NOT_APPLICABLE,False,primary400,400,321,400,469.92221447664485,21.675802809092644,0.8257292637462523,55.04895549929773,-5.291561688353338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.014693061027355726,0.0006786044921341273,0.014014456535221598,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,202,reference,100,6,50,51,100,0.21521672337877007,-0.0019750080801797863,43.07526177158965,0.01913147521411694,0.17079524579738703,False,True,True,FAIL,20,0.12132424333277758,0.007076266968074507,0.39658372443621803,1.0407486396862122,-1.3287609886145284,0.04960104954241098,False,0,0.35,FAIL,FAIL,True,secondary100,100,81,100,57.88371373397547,7.607552748752887,0.37468928354095643,2.871092952617652,1.907498155062218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08575990404933691,0.0005921839525399264,0.08516772009679699,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,STOPPED,NOT_ESTABLISHED,-0.28996914462862106
conda,LR_k1_X1Y0,LR,X1Y0,202,reference,400,6,200,201,400,0.16105391313333206,-0.0012582911816537772,88.74731028096451,0.26851037714640613,0.1487050684390972,False,True,True,FAIL,80,0.11188192169207228,0.0020481881967724883,0.42069509006717654,1.0501734895623536,-0.19938173370085016,0.0889664234502948,False,0,0.45,FAIL,FAIL,True,primary400,400,321,400,114.41501217551817,10.695405437167864,0.3550650422163642,10.179094422277785,1.0147627467091993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.014693061027355726,0.0006786044921341273,0.014014456535221598,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,STOPPED,NOT_ESTABLISHED,-0.026345148503821636
conda,LR_k1_X1Y0,LR,X1Y0,203,actual,100,6,50,51,100,0.23212375262854962,-0.0036233157507177933,44.129563692372216,0.18077087821517132,0.1256421741310112,False,True,True,NOT_APPLICABLE,20,0.17385291947604686,0.010671784683377343,0.7495041170822122,1.090361208734136,-1.4243965729555839,0.06736620518991965,False,0,0.25,NOT_APPLICABLE,NOT_APPLICABLE,True,secondary100,100,81,100,52.26036388787723,7.226957419172061,0.41636180026713265,3.520582396970605,2.5073527505263424,0.0,103.0664223985147,88.8538417085891,-171.34936806424236,20.570896042861477,99.54584000154412,88.8538417085891,0.0,0.0,0.0,1.0,1.0,0.05199951909016818,0.0002643466271365469,0.05173517246303163,,,,,,,,-1.4243965729555839,0.06736620518991965,-1.4243965729555839,0.0,0.0,0.25,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,203,actual,400,6,200,201,400,0.1777030144172541,-0.0005467561026253726,68.8094870231471,0.24439842346192728,0.10171707719571234,False,True,True,NOT_APPLICABLE,80,0.09828022503787545,0.0015180816168718194,0.3983149903335808,1.046231035826887,0.26353902073300994,0.1290549804036606,False,0,0.5,NOT_APPLICABLE,NOT_APPLICABLE,False,primary400,400,321,400,81.78926964785578,9.042943449351435,0.3616802700672337,10.55531259163374,-1.3908683719649826,0.0,133.31345853182842,82.32890977509118,-144.31641446300898,71.32595384391058,122.75814594019467,82.32890977509118,0.0,0.0,0.0,1.0,1.0,0.02702110941772844,0.00020874287489789368,0.026812366542830545,,,,,,,,0.26353902073300994,0.1290549804036606,0.26353902073300994,0.0,0.0,0.5,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,203,raw,100,6,50,51,100,1.6401166433857106,0.0009891977001855008,280.3508256752096,0.06233026749244142,0.03030283475592356,False,False,True,NOT_APPLICABLE,20,0.06355621692522184,0.004190754411814315,0.293670793410971,1.0340270074558255,0.23782577709023808,0.08227520972081759,False,0,0.45,NOT_APPLICABLE,NOT_APPLICABLE,True,secondary100,100,81,100,287.48619837612756,16.954540009203193,1.079977824679152,23.652987263236465,-2.812645038192358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05199951909016818,0.0002643466271365469,0.05173517246303163,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,203,raw,400,6,200,201,400,1.228442576242885,0.0013314430753839832,315.6613045516111,0.053332076441999575,0.048130072687459224,False,False,True,NOT_APPLICABLE,80,0.07610063529641717,0.0013917301441556864,0.3191583695912713,1.0366246136390154,0.5436201325493494,0.16199640531489484,False,0,0.5375,NOT_APPLICABLE,NOT_APPLICABLE,False,primary400,400,321,400,344.0293707690529,18.547004470192142,0.8310978537570255,55.731521387331725,-15.148388521879085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.02702110941772844,0.00020874287489789368,0.026812366542830545,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,203,reference,100,6,50,51,100,0.23212375262854962,-0.0036233157507177933,44.129563692372216,0.18077087821517132,0.1256421741310112,False,True,True,FAIL,20,0.17385291947604686,0.010671784683377343,0.7495041170822122,1.090361208734136,-1.4243965729555839,0.06736620518991965,False,0,0.25,FAIL,FAIL,True,secondary100,100,81,100,52.26036388787723,7.226957419172061,0.41636180026713265,3.520582396970605,2.5073527505263424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05199951909016818,0.0002643466271365469,0.05173517246303163,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,STOPPED,NOT_ESTABLISHED,-0.4558333236712412
conda,LR_k1_X1Y0,LR,X1Y0,203,reference,400,6,200,201,400,0.1777030144172541,-0.0005467561026253726,68.8094870231471,0.24439842346192728,0.10171707719571234,False,True,True,FAIL,80,0.09828022503787545,0.0015180816168718194,0.3983149903335808,1.046231035826887,0.26353902073300994,0.1290549804036606,False,0,0.5,FAIL,FAIL,False,primary400,400,321,400,81.78926964785578,9.042943449351435,0.3616802700672337,10.55531259163374,-1.3908683719649826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.02702110941772844,0.00020874287489789368,0.026812366542830545,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,TRANSIENT_GROWTH,NOT_ESTABLISHED,-0.0791566207423095
conda,LR_k1_X1Y0,LR,X1Y0,204,actual,100,6,50,51,100,0.18546864949325498,-0.005222247029556339,44.083820219081005,0.22628441117145756,0.14176750468692467,False,True,True,NOT_APPLICABLE,20,0.08845772905675571,0.004445560807023308,0.4011441507725501,1.0456721915049654,-0.511189092751318,0.05703956881957217,False,0,0.4,NOT_APPLICABLE,NOT_APPLICABLE,True,secondary100,100,81,100,54.516168798317736,7.38279163096081,0.38979999098053747,3.1095787619510578,0.7947913730802639,0.0,124.64414375349432,101.2805174909767,-194.1620460584101,31.76261518606089,121.53456499154328,101.2805174909767,0.0,0.0,0.0,1.0,1.0,0.07076111640781164,0.0006897216775087145,0.07007139473030292,,,,,,,,-0.511189092751318,0.05703956881957217,-0.511189092751318,0.0,0.0,0.4,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,204,actual,400,6,200,201,400,0.1599729138357965,-0.0013164074572758122,81.04175498750497,0.277171015507927,0.16317568690930342,False,True,True,NOT_APPLICABLE,80,0.07394508815143723,0.001659628323150769,0.3515414805351398,1.039339066379701,0.21784791120169647,0.09234430372847374,False,0,0.5,NOT_APPLICABLE,NOT_APPLICABLE,True,primary400,400,321,400,105.49975815463463,10.270595156922235,0.3467630031042587,9.742301710312105,-1.0611700389441037,0.0,150.08786984709093,118.5744701127424,-190.83760214187578,77.82473781795755,140.34556813677884,118.5744701127424,0.0,0.0,0.0,1.0,1.0,0.018344684438488912,0.00043534652875791834,0.017909337909730993,,,,,,,,0.21784791120169647,0.09234430372847374,0.21784791120169647,0.0,0.0,0.5,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,204,raw,100,6,50,51,100,1.544020343787558,0.0011252780121024338,272.793428473804,0.03357485976787534,0.052046374805166516,False,False,True,NOT_APPLICABLE,20,0.030541893740805393,0.002251659682476911,0.0883474597698544,1.0065876000718332,0.6266907270635851,0.08134536219152468,False,0,0.75,NOT_APPLICABLE,NOT_APPLICABLE,True,secondary100,100,81,100,290.3457421317008,17.039383028828325,1.0797885202986155,23.618279554470224,-7.400678392990975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07076111640781164,0.0006897216775087145,0.07007139473030292,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,204,raw,400,6,200,201,400,1.1590071835626037,0.0008303197820995875,358.08571916403554,0.01423200167875538,0.13281158506189628,False,False,True,NOT_APPLICABLE,80,0.06344522468167699,0.000873805376108227,0.2937834131984205,1.0328924139711082,0.48469764760761663,0.12039525420234529,False,0,0.5375,NOT_APPLICABLE,NOT_APPLICABLE,False,primary400,400,321,400,443.5344153360582,21.05927207938033,0.8117221835432998,53.39943868187332,-12.941291156335584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.018344684438488912,0.00043534652875791834,0.017909337909730993,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y0,LR,X1Y0,204,reference,100,6,50,51,100,0.18546864949325498,-0.005222247029556339,44.083820219081005,0.22628441117145756,0.14176750468692467,False,True,True,FAIL,20,0.08845772905675571,0.004445560807023308,0.4011441507725501,1.0456721915049654,-0.511189092751318,0.05703956881957217,False,0,0.4,FAIL,FAIL,True,secondary100,100,81,100,54.516168798317736,7.38279163096081,0.38979999098053747,3.1095787619510578,0.7947913730802639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07076111640781164,0.0006897216775087145,0.07007139473030292,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,STOPPED,NOT_ESTABLISHED,-0.3127966910026957
conda,LR_k1_X1Y0,LR,X1Y0,204,reference,400,6,200,201,400,0.1599729138357965,-0.0013164074572758122,81.04175498750497,0.277171015507927,0.16317568690930342,False,True,True,FAIL,80,0.07394508815143723,0.001659628323150769,0.3515414805351398,1.039339066379701,0.21784791120169647,0.09234430372847374,False,0,0.5,FAIL,FAIL,True,primary400,400,321,400,105.49975815463463,10.270595156922235,0.3467630031042587,9.742301710312105,-1.0611700389441037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.018344684438488912,0.00043534652875791834,0.017909337909730993,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,STOPPED,NOT_ESTABLISHED,-0.05775806733671929
conda,LR_k1_X1Y1,LR,X1Y1,200,actual,100,6,50,51,100,1.0373502932133178,-0.0028859834984738455,103.37983970117544,0.16725086370615536,0.17802585206874974,False,True,True,NOT_APPLICABLE,20,0.11511786837785334,0.0051099398160714335,0.4818063006369464,1.0595631304007262,0.23771606300590048,0.1413476920265703,False,0,0.55,NOT_APPLICABLE,NOT_APPLICABLE,False,secondary100,100,81,100,137.47413931587104,11.723337674207189,0.9696828797917544,19.43165230563756,-2.309607941897845,0.0,397.0513715409895,253.01768231153048,4.810677614927986,654.879731467448,377.6197192353519,253.01768231153048,0.0,0.75,2.4796875,1.0,1.0,2.5972958981990812,0.013281908088902127,2.5840139901101793,,,,,,,,0.23771606300590048,0.1413476920265703,0.23771606300590048,0.0,0.0,0.55,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y1,LR,X1Y1,200,actual,400,6,200,201,400,1.0400303425486985,0.0009051610147294665,191.67173511723533,0.14404838867610661,0.13078699660453766,False,False,True,NOT_APPLICABLE,80,0.15047573968752703,0.0007498547590542956,0.47254918486468156,1.052256294661498,0.6273816939860863,0.38082187440383974,False,0,0.7125,NOT_APPLICABLE,NOT_APPLICABLE,False,primary400,400,321,400,245.3397117677458,15.661026047513506,1.0513133424173882,93.43072890109073,-29.30836448416055,0.0,3279.0061800531557,1637.4241509410313,339.9772799415741,5256.407610935761,3185.5754511520645,1637.4241509410313,0.0,0.746484375,2.62421875,1.0,1.0,2.5887080803513527,0.009303005251251762,2.5794050751001008,,,,,,,,0.6273816939860863,0.38082187440383974,0.6273816939860863,0.0,0.0,0.7125,FAIL,FAIL,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y1,LR,X1Y1,200,raw,100,6,50,51,100,5.490198934178565,-0.0011639432266647427,586.1906388735881,0.10266168707125774,0.14978453659837787,False,True,True,NOT_APPLICABLE,20,0.09695147223736578,0.003637769659324242,0.39408447044582023,1.0475013528141506,0.37070705691660555,0.14626332755611673,False,0,0.7,NOT_APPLICABLE,NOT_APPLICABLE,False,secondary100,100,81,100,741.1914814259515,27.22249222124811,2.3042644761981865,108.40913242960735,-20.09401521293114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.4796875,1.0,1.0,2.5972958981990812,0.013281908088902127,2.5840139901101793,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y1,LR,X1Y1,200,raw,400,6,200,201,400,5.82290158545346,0.0014255721128864775,1012.1334275859638,0.07404253432763314,0.12989805444129623,False,False,True,NOT_APPLICABLE,80,0.13996619186996367,0.0009990728543638663,0.4706471950710956,1.0507583591864444,0.7204055047046274,0.47436422127789707,False,0,0.875,NOT_APPLICABLE,NOT_APPLICABLE,False,primary400,400,321,400,1285.9329224403439,35.85525930628852,2.7148124805491105,610.0005693690241,-219.72388402320092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746484375,2.62421875,1.0,1.0,2.5887080803513527,0.009303005251251762,2.5794050751001008,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,DIAGNOSTIC_ONLY,NOT_APPLICABLE,
conda,LR_k1_X1Y1,LR,X1Y1,200,reference,100,6,50,51,100,1.0373502932133178,-0.0028859834984738455,103.37983970117544,0.16725086370615536,0.17802585206874974,False,True,True,FAIL,20,0.11511786837785334,0.0051099398160714335,0.4818063006369464,1.0595631304007262,0.23771606300590048,0.1413476920265703,False,0,0.55,FAIL,FAIL,False,secondary100,100,81,100,137.47413931587104,11.723337674207189,0.9696828797917544,19.43165230563756,-2.309607941897845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.4796875,1.0,1.0,2.5972958981990812,0.013281908088902127,2.5840139901101793,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,TRANSIENT_GROWTH,NOT_ESTABLISHED,-0.08772183019112617
conda,LR_k1_X1Y1,LR,X1Y1,200,reference,400,6,200,201,400,1.0400303425486985,0.0009051610147294665,191.67173511723533,0.14404838867610661,0.13078699660453766,False,False,True,FAIL,80,0.15047573968752703,0.0007498547590542956,0.47254918486468156,1.052256294661498,0.6273816939860863,0.38082187440383974,False,0,0.7125,FAIL,FAIL,False,primary400,400,321,400,245.3397117677458,15.661026047513506,1.0513133424173882,93.43072890109073,-29.30836448416055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746484375,2.62421875,1.0,1.0,2.5887080803513527,0.009303005251251762,2.5794050751001008,,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,,NO_LOW_RESPONSE,NO_LOW_RESPONSE,,,,,,TRANSIENT_GROWTH,NOT_ESTABLISHED,-0.0019019897935859675
