act,arm,seed,task,online_acc,memo_acc,dead_frac_l1,wt_med_l1,mob_l1,mob_l2,zbar_l1,zbar_l2,rowmean_abs_med_l1
LR,l2rest,3,1,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,2,0.9611111111,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,3,0.9522222222,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,4,0.9433333333,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,5,0.9344444444,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,6,0.9255555556,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,7,0.9166666667,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,8,0.9077777778,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,9,0.8988888889,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,10,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,11,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,12,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,13,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,14,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,15,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,16,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,17,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,18,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,19,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,20,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,21,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,22,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,23,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,24,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,25,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,26,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,27,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,28,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,29,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,30,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,31,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,32,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,33,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,34,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,35,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,36,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,37,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,38,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,39,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,40,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,41,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,42,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,43,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,44,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,45,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,46,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,47,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,48,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,49,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
LR,l2rest,3,50,0.89,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
