act,arm,seed,task,online_acc,memo_acc,dead_frac_l1,wt_med_l1,mob_l1,mob_l2,zbar_l1,zbar_l2,rowmean_abs_med_l1
R,ref,1,1,0.92,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,2,0.8255555556,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,3,0.7311111111,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,4,0.6366666667,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,5,0.5422222222,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,6,0.4477777778,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,7,0.3533333333,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,8,0.2588888889,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,9,0.1644444444,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,10,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,11,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,12,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,13,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,14,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,15,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,16,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,17,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,18,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,19,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,20,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,21,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,22,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,23,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,24,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,25,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,26,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,27,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,28,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,29,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,30,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,31,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,32,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,33,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,34,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,35,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,36,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,37,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,38,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,39,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,40,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,41,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,42,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,43,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,44,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,45,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,46,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,47,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,48,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,49,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
R,ref,1,50,0.07,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
