arm,iv,seed,task,step,CE_before,CE_after,CE_improvement,acc_before,acc_after,logit_change_rms,credit_D_only,credit_N_only,credit_both,credit_rest,credit_downstream
LR,l2,2,2,20,2.9828513191352224,1.0026109107269574,1.980240408408265,0.087890625,0.658203125,2.152875152422234,0.4830125369257414,0.26906978486582633,0.1284632856100496,1.0425690051684409,0.05712579583820686
LR,l2,2,2,300,2.9828513191352224,0.3980479048481394,2.584803414287083,0.087890625,0.892578125,3.859797102077316,0.6531785535319418,0.45639051497073824,0.24219209084034593,1.250782959911771,-0.017740704967713822
LR,l2,2,2,625,2.9828513191352224,0.3040715298011032,2.6787797893341194,0.087890625,0.912109375,3.8917293030571165,0.6542878835160992,0.4301841788489003,0.22692581775223833,1.3631767823466567,0.004205126870224299
LR,l2,2,3,20,3.3278912301296173,0.9577582228391578,2.3701330072904594,0.056640625,0.69921875,2.2633189450229034,0.5189736972853177,0.2752471691009206,0.0921746674908226,1.3983622362317514,0.08537523718164748
LR,l2,2,3,300,3.3278912301296173,0.320278410108697,3.0076128200209205,0.056640625,0.919921875,4.021864640376721,0.7634075871745937,0.503117662005811,0.13976878058263065,1.530164039092903,0.07115475116498202
LR,l2,2,3,625,3.3278912301296173,0.2639207290100139,3.0639705011196035,0.056640625,0.9296875,4.06445440288556,0.6916382633736372,0.5017431177652617,0.12724111327841664,1.628340820049508,0.11500718665277995
LR,l2,2,4,20,2.9537628428531804,0.8520715880354878,2.1016912548176925,0.111328125,0.734375,2.0932044767964713,0.594306595848753,0.34684356066225214,0.0060554384985876935,1.0514658704247424,0.10301978938335729
LR,l2,2,4,300,2.9537628428531804,0.43864560947673115,2.5151172333764493,0.111328125,0.87890625,3.9044533492662796,0.6643283937998729,0.5251995185635078,0.029094059034771073,1.2218188751432688,0.07467638683502888
LR,l2,2,4,625,2.9537628428531804,0.2751413214173874,2.678621521435793,0.111328125,0.91015625,3.6461875328607505,0.7378465731446362,0.522042870238712,0.05755800684499046,1.2589373937994466,0.10223667740800813
LR,l2,2,5,20,3.357507151745261,0.9764012781248769,2.381105873620384,0.1015625,0.67578125,2.1286167431431506,0.5062180524119126,0.29547125032388283,0.22788189112554344,1.2395191988649055,0.1120154808941398
LR,l2,2,5,300,3.357507151745261,0.40100943026274277,2.956497721482518,0.1015625,0.890625,3.936905986269998,0.8166976178945338,0.4277692964483364,0.2884871360062424,1.3429049491490703,0.08063872198433485
LR,l2,2,5,625,3.357507151745261,0.28430726211553475,3.073199889629726,0.1015625,0.921875,4.155585109888298,0.8280340278605117,0.4040211897254761,0.29478751877314496,1.4742508865303154,0.07210626674027801
LR,l2,2,6,20,3.243074262909914,0.94834362841471,2.294730634495204,0.0703125,0.693359375,2.216137155368732,0.5653615219207825,0.2714586198537166,0.08819145556061489,1.2223456768264813,0.14737336033360882
LR,l2,2,6,300,3.243074262909914,0.324898070119269,2.9181761927906447,0.0703125,0.912109375,3.7933396028433117,0.6922899872026143,0.39116387153052506,0.21153043579781577,1.5248802611452859,0.0983116371144036
LR,l2,2,6,625,3.243074262909914,0.3107841446232775,2.9322901182866365,0.0703125,0.912109375,3.951530812952452,0.7691688156967447,0.41220118469352784,0.2120546258104,1.4923983979358546,0.04646709415010931
LR,l2,2,7,20,3.806580278711369,1.0076734671221728,2.7989068115891964,0.125,0.689453125,2.5370985097815244,0.4887044893574374,0.27553495729419214,0.05482802565667344,1.6177971541455465,0.3620421851353469
LR,l2,2,7,300,3.806580278711369,0.3761813980810295,3.4303988806303396,0.125,0.89453125,4.1360075097080164,0.9194069295157652,0.4574747438925164,0.12197145912735122,1.746734276558363,0.18481147153634345
LR,l2,2,7,625,3.806580278711369,0.2648975270619748,3.541682751649394,0.125,0.912109375,4.035902460721843,1.0422725874440437,0.4431630431996006,0.1547611022123356,1.711747880530938,0.18973813826247624
LR,l2,2,8,20,3.4438351771469145,1.2179215660887903,2.2259136110581244,0.126953125,0.59375,2.1524885624366354,0.7677193838012489,0.29627518600584407,0.039975248627310785,0.9169461798954806,0.2049976127282398
LR,l2,2,8,300,3.4438351771469145,0.31236145740652604,3.1314737197403884,0.126953125,0.904296875,3.6803790915744607,1.0148461304173197,0.5227967104026028,0.2142194241102613,1.229342984480598,0.15026847032960647
LR,l2,2,8,625,3.4438351771469145,0.29846645738730565,3.1453687197596087,0.126953125,0.9140625,3.917146685664112,1.051893335062572,0.44237109231707517,0.21954532761081938,1.3395442548420677,0.09201470992707472
LR,l2,2,9,20,3.3736572839128676,1.1491257528085175,2.22453153110435,0.119140625,0.583984375,2.0437925777865535,0.729850317345804,0.2375776890989638,0.20120306752914285,0.8587502695977751,0.1971501875326643
LR,l2,2,9,300,3.3736572839128676,0.35038138908136146,3.023275894831506,0.119140625,0.8984375,3.4754141888753445,0.8487742641082582,0.39799728996245354,0.33257784857520817,1.3829790018964359,0.06094749028915026
LR,l2,2,9,625,3.3736572839128676,0.29433529087899934,3.079321993033868,0.119140625,0.92578125,3.6844012178601666,0.8715241144085993,0.3503686622780247,0.3275617101317193,1.412697722502437,0.1171697837130877
LR,l2,2,10,20,3.18089487490637,0.9396132103310502,2.24128166457532,0.103515625,0.69921875,2.0285212549979503,0.7938761289957952,0.23659817258501917,0.17595129168716786,0.8985923283354289,0.13626374297190866
LR,l2,2,10,300,3.18089487490637,0.326983069123353,2.853911805783017,0.103515625,0.90625,3.541093325658916,1.1056779314039005,0.3284198678147226,0.2235449501497598,1.1408610480996657,0.05540800831496804
LR,l2,2,10,625,3.18089487490637,0.2642751313098099,2.91661974359656,0.103515625,0.923828125,3.674462531316301,1.1689406637003044,0.32262238704494417,0.218782938511759,1.1292218774052545,0.07705187693429814
