environment,arm,activation,cell,seed,metric,window,task,observed_V,model_V,constant_V,calibration_last_task
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,217,67.70787225905421,69.60138700653442,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,218,67.78355286295186,69.86455215307645,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,219,68.03383061711122,70.12813061437137,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,220,68.05932982544196,70.39212303955185,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,221,68.16200736917835,70.65653007876999,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,222,68.31399804086028,70.92135238319904,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,223,68.5048017682538,71.18659060503492,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,224,68.61975752028872,71.45224539749789,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,225,68.78273470810161,71.71831741483409,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,226,68.97968671702134,71.98480731231722,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,227,69.12711517123029,72.25171574625008,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,228,69.17698872866664,72.51904337396628,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,229,69.46942347505893,72.78679085383177,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,230,69.60503521291312,73.05495884524653,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,231,69.82622023536173,73.32354800864613,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,232,70.04744094453692,73.59255900550339,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,233,70.1079405628397,73.86199249833003,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,234,70.24600688305074,74.13184915067826,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,235,70.41078223272498,74.40212962714247,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,236,70.51424963608903,74.67283459336079,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,237,70.71066620564724,74.94396471601678,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,238,70.97239393960726,75.21552066284107,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,239,71.17077164858878,75.48750310261299,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,240,71.20616241954666,75.75991270516224,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,241,71.39453645669201,76.03275014137049,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,242,71.5201683031985,76.30601608317308,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,243,71.47788268808287,76.57971120356068,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,244,71.65117714343424,76.8538361765809,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,245,71.808946561101,77.12839167733998,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,246,71.97341380366566,77.40337838200446,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,247,72.0480848642218,77.67879696780285,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,248,72.13766877770749,77.95464811302726,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,249,72.32692346023033,78.2309324970351,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,250,72.4596549669665,78.50765080025073,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,251,72.59106888408462,78.78480370416719,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,252,72.67065547476055,79.0623918913478,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,253,73.00531409982854,79.34041604542792,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,254,72.96862355112535,79.61887685111657,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,255,73.07994413739584,79.89777499419814,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,256,73.25749014551033,80.1771111615341,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,257,73.34988523671414,80.45688604106466,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,258,73.40348289888558,80.73710032181047,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,259,73.5474528117559,81.01775469387434,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,260,73.60021802673268,81.2988498484429,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,261,73.85627103824048,81.58038647778835,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,262,73.89906806477342,81.86236527527014,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,263,74.1898776260583,82.14478693533664,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,264,74.10512905601539,82.42765215352694,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,265,74.35183916202946,82.71096162647247,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,266,74.46969415892647,82.99471605189876,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,267,74.51296675463198,83.27891612862719,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,268,74.71955529431139,83.56356255657664,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,269,74.7693996898482,83.84865603676526,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,270,74.98795389692027,84.1341972713122,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,271,75.03551854731175,84.4201869634393,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,272,75.16985636386134,84.70662581747287,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,273,75.23245163944557,84.99351453884539,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,274,75.28340294915745,85.28085383409726,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,275,75.34890082184195,85.56864441087853,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,276,75.30468380036875,85.85688697795067,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,277,75.57866266361836,86.14558224518828,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,278,75.64002193744918,86.43473092358087,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,279,75.77755770198782,86.7243337252346,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,280,75.93839817235377,87.014391363374,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,281,76.09881927586086,87.3049045523438,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,282,76.258459610421,87.5958740076106,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,283,76.48810807439588,87.88730044576472,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,284,76.4893518338698,88.1791845845219,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,285,76.63231752288632,88.47152714272511,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,286,76.61238887238119,88.76432884034627,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,287,76.68912323806785,89.05759039848806,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,288,77.00375225913656,89.35131253938572,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,289,77.0404522245425,89.64549598640876,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,290,77.15219828482216,89.94014146406282,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,291,77.1885459448338,90.23524969799138,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,292,77.22587875120506,90.53082141497758,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,293,77.41885275460444,90.82685734294606,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,294,77.50070412729318,91.12335821096464,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,295,77.55434623348303,91.42032474924622,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,296,77.78998206334911,91.71775768915052,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,297,77.84967799605553,92.01565776318591,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,298,77.92934707539096,92.3140257050112,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,299,78.12038608355597,92.61286224943746,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,300,78.12745731481557,92.91216813242978,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,301,78.32259227076021,93.21194409110919,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,302,78.258240431919,93.51219086375433,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,303,78.61169216569503,93.8129091898034,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,304,78.58797448773967,94.11409980985592,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,305,78.75461907980254,94.41576346567453,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,306,78.90807239107785,94.71790090018688,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,307,78.95120857705098,95.02051285748742,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,308,79.01974662050647,95.32360008283922,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,309,79.10412144899249,95.62716332267586,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,310,79.22853240021205,95.93120332460319,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,311,79.43286678799585,96.23572083740126,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,312,79.44558835698722,96.54071661102608,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,313,79.54957992538561,96.84619139661153,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,314,79.55974159798686,97.15214594647118,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,315,79.64258600144832,97.45858101410013,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,316,79.93405273203597,97.76549735417692,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,317,80.01258357798568,98.0728957225653,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,318,80.21807702471536,98.38077687631622,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,319,80.2172989816965,98.68914157366954,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,320,80.3367831494954,98.99799057405602,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,321,80.48829310662788,99.30732463809913,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,322,80.48817119001879,99.61714452761696,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,323,80.51774085886748,99.92745100562405,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,324,80.72044147746243,100.23824483633331,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,325,80.65575238925973,100.54952678515787,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,326,80.73405050379635,100.86129761871301,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,327,80.63166806201743,101.173558104818,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,328,80.86032850992854,101.486309012498,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,329,80.84004738825959,101.79955111198599,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,330,80.91562687123823,102.11328517472464,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,331,80.95887393035662,102.42751197336818,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,332,81.06758647145577,102.74223228178437,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,333,81.10997796820858,103.05744687505636,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,334,81.11043802659032,103.37315652948459,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,335,81.2250870999224,103.68936202258875,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,336,81.35319749937469,104.00606413310965,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,337,81.33520283903113,104.32326364101114,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,338,81.38598486462543,104.64096132748207,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,339,81.44120103130047,104.9591579749382,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,340,81.56433605225364,105.27785436702405,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,341,81.63335482781244,105.59705128861496,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,342,81.57371530436804,105.91674952581894,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,343,81.61494361486159,106.23694986597863,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,344,81.78280352722824,106.5576530976732,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,345,81.77192751672543,106.87886001072036,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,346,81.87758524592627,107.20057139617826,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,347,82.01857385201207,107.52278804634746,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,348,82.02059613031595,107.84551075477283,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,349,82.04707708747475,108.16874031624559,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,350,82.23037370604939,108.4924775268052,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,351,82.18034619076029,108.81672318374135,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,352,82.2281320249512,109.14147808559589,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,353,82.39306634665897,109.46674303216487,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,354,82.44449272318124,109.79251882450043,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,355,82.5063392368215,110.1188062649128,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,356,82.55329771231428,110.4456061569723,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,357,82.69380799179959,110.77291930551128,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,358,82.67361551496333,111.10074651662613,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,359,82.69207692694354,111.42908859767927,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,360,82.90631501306329,111.75794635730111,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,361,82.9609461023173,112.08732060539205,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,362,82.94868183575414,112.41721215312451,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,363,83.0168637471241,112.74762181294487,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,364,83.09425018431807,113.07855039857552,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,365,83.08960062725242,113.40999872501682,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,366,83.19523618891704,113.74196760854915,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,367,83.24407878168351,114.0744578667349,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,368,83.31408664683019,114.40747031842048,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,369,83.32009941825531,114.74100578373834,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,370,83.34783637278318,115.07506508410901,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,371,83.47853531162467,115.40964904224307,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,372,83.67858686931756,115.74475848214325,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,373,83.71386747736108,116.08039422910639,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,374,83.67632446680733,116.4165571097255,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,375,83.70941989907287,116.75324795189184,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,376,83.70728608900711,117.09046758479685,65.19019257005968,200
conda,LR_k1_X0Y0,LR,X0Y0,200,reference,primary400,377,83.87117880050896,117.42821683893432,65.19019257005968,200
