act,arm,seed,task,online_acc,memo_acc,dead_frac_l1,wt_med_l1,mob_l1,mob_l2,zbar_l1,zbar_l2,rowmean_abs_med_l1
LR,ref,2,1,0.92,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,2,0.9022222222,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,3,0.8844444444,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,4,0.8666666667,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,5,0.8488888889,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,6,0.8311111111,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,7,0.8133333333,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,8,0.7955555556,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,9,0.7777777778,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,10,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,11,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,12,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,13,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,14,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,15,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,16,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,17,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,18,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,19,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,20,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,21,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,22,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,23,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,24,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,25,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,26,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,27,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,28,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,29,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,30,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,31,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,32,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,33,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,34,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,35,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,36,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,37,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,38,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,39,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,40,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,41,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,42,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,43,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,44,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,45,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,46,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,47,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,48,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,49,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
LR,ref,2,50,0.76,1,0.2,4,0.3,0.8,-0.2,0.2,0.001
