task,step,CE_before,CE_after,CE_improvement,acc_before,acc_after,credit_D_only,credit_N_only,credit_both,credit_rest,credit_downstream,arm,iv,seed
101,1,3.351742344446382,3.135305725087552,0.21643661935882985,0.15625,0.1484375,0.0523610854376157,0.02572843226470378,0.0033966994564082957,0.10991050940295073,0.025039892797151346,LR,l2,2
101,5,3.351742344446382,2.343729810138312,1.0080125343080697,0.15625,0.208984375,0.2598491091013704,0.1359301399592725,0.03860406657973389,0.4687193694413312,0.10490984922636168,LR,l2,2
101,10,3.351742344446382,1.6837605482574451,1.6679817961889367,0.15625,0.4453125,0.40921363386733994,0.24668332931512352,0.06009102742850359,0.8054701094687072,0.1465236961092625,LR,l2,2
101,20,3.351742344446382,1.0067174281451718,2.34502491630121,0.15625,0.67578125,0.5657235286558464,0.35490902293107884,0.07037404416013948,1.169992931992242,0.18402538856190342,LR,l2,2
101,30,3.351742344446382,0.7322477989599695,2.6194945454864125,0.15625,0.806640625,0.6732531477088647,0.4108708293444504,0.0852362580594955,1.2315466713175252,0.2185876390560768,LR,l2,2
101,50,3.351742344446382,0.5474778426058764,2.8042645018405055,0.15625,0.822265625,0.6489602859487318,0.5004131374791476,0.06678447591508122,1.390130024815388,0.19797657768215682,LR,l2,2
101,100,3.351742344446382,0.4403782480271759,2.911364096419206,0.15625,0.865234375,0.704578660466318,0.5688108068476778,0.04492556963852465,1.4558972805630785,0.1371517789036068,LR,l2,2
102,1,3.139214752815412,2.9690058359202927,0.17020891689511952,0.080078125,0.078125,0.027364665886632982,0.013965145095632528,0.015341117614678946,0.09506484215304388,0.018473146145131195,LR,l2,2
102,5,3.139214752815412,2.368052172699601,0.7711625801158113,0.080078125,0.1875,0.1814014864811923,0.06323750423982495,0.04328576735936347,0.40021853256798606,0.08301928946744454,LR,l2,2
102,10,3.139214752815412,1.7542509608360908,1.3849637919793214,0.080078125,0.365234375,0.37471977000825235,0.09607497683593651,0.05863703185866375,0.7242737162669588,0.13125829700951006,LR,l2,2
102,20,3.139214752815412,1.1962693655969272,1.942945387218485,0.080078125,0.623046875,0.5527765328477507,0.17263679557387296,0.04138982506859318,1.0228581809720103,0.15328405275625795,LR,l2,2
102,30,3.139214752815412,0.8252943939768229,2.3139203588385895,0.080078125,0.712890625,0.5993014624596225,0.22716777348336,0.07658732048410336,1.227185811920698,0.18367799049080555,LR,l2,2
102,50,3.139214752815412,0.48344960675335275,2.6557651460620595,0.080078125,0.830078125,0.7916083715465072,0.24584124936153048,0.09347274265690128,1.3665727138068655,0.15827006869025523,LR,l2,2
102,100,3.139214752815412,0.37982845869751775,2.7593862941178946,0.080078125,0.873046875,0.8614682692790183,0.24396157007653857,0.1342018516654738,1.3954656844231599,0.12428891867370383,LR,l2,2
103,1,3.41661683925693,3.2241128180182,0.1925040212387299,0.078125,0.099609375,0.033889293105772815,0.04112815587239414,0.013092823417208257,0.08842729983253855,0.01596644901081611,LR,l2,2
103,5,3.41661683925693,2.309989434242499,1.106627405014431,0.078125,0.21484375,0.20035837837379875,0.1523650849860235,0.0336087216959066,0.6109497963641681,0.10934542359453392,LR,l2,2
103,10,3.41661683925693,1.873989949580746,1.542626889676184,0.078125,0.3203125,0.2933094829919788,0.16468563503952527,0.04275516015337921,0.8964850541448867,0.1453915573464143,LR,l2,2
103,20,3.41661683925693,1.0448905808727043,2.371726258384226,0.078125,0.693359375,0.48794905860437215,0.26191439746819584,0.03348013520833379,1.3788770803302624,0.20950558677306172,LR,l2,2
103,30,3.41661683925693,0.7808547814127274,2.635762057844203,0.078125,0.75,0.594519060339876,0.2796467169969546,0.016726884077897453,1.5583819733189725,0.186487423110502,LR,l2,2
103,50,3.41661683925693,0.5227516803552795,2.8938651589016504,0.078125,0.833984375,0.6396978495897879,0.41153909277242967,0.06038166330248122,1.5857816219911018,0.1964649312458498,LR,l2,2
103,100,3.41661683925693,0.4069327631544688,3.0096840761024612,0.078125,0.88671875,0.6862502756712988,0.43494031919559034,0.11118371098672895,1.5855357312964746,0.19177403895236853,LR,l2,2
104,1,3.6725879731531164,3.5026441989615744,0.16994377419154194,0.126953125,0.1484375,0.039432971920622596,0.05030751873673685,0.00910877334957916,0.055271259772546315,0.01582325041205701,LR,l2,2
104,5,3.6725879731531164,2.373669859396855,1.2989181137562613,0.126953125,0.21484375,0.30237962080627684,0.21758095066462557,0.05812756134867521,0.5791734286565856,0.14165655228009816,LR,l2,2
104,10,3.6725879731531164,1.7978514087894997,1.8747365643636167,0.126953125,0.32421875,0.38850471472375797,0.2880892293716838,0.0829917799148234,0.9270197894626874,0.18813105089066431,LR,l2,2
104,20,3.6725879731531164,1.0562304581321171,2.616357515020999,0.126953125,0.6015625,0.520564285272716,0.41784032837167445,0.10533785426943502,1.3223011134262181,0.2503139336809558,LR,l2,2
104,30,3.6725879731531164,0.8152161804253079,2.8573717927278084,0.126953125,0.728515625,0.6648994905372405,0.4788943917236544,0.08138402031779907,1.3732089537791752,0.2589849363699392,LR,l2,2
104,50,3.6725879731531164,0.5177740674767166,3.1548139056763995,0.126953125,0.8359375,0.7349704021569706,0.4758787450155665,0.11600789948986918,1.5548474903528255,0.2731093686611679,LR,l2,2
104,100,3.6725879731531164,0.39735701375310195,3.275230959400014,0.126953125,0.87890625,0.7179780632827473,0.5041808306403025,0.16309329426181202,1.6342588719845954,0.2557198992305572,LR,l2,2
105,1,2.8044768810579845,2.701136682207198,0.10334019885078671,0.150390625,0.173828125,0.03049295527437627,0.013934800119619738,0.0023043743342718043,0.04531994756528175,0.01128812155723716,LR,l2,2
105,5,2.8044768810579845,2.114539019305219,0.6899378617527656,0.150390625,0.26953125,0.18050622814401962,0.08981565445782477,0.01413524401156235,0.3345476547774878,0.07093308036187101,LR,l2,2
105,10,2.8044768810579845,1.6330886820005572,1.1713881990574273,0.150390625,0.46875,0.2717761770631827,0.19238095512066067,0.008289299673096457,0.6036142369704829,0.0953275302300047,LR,l2,2
105,20,2.8044768810579845,1.0371082716902456,1.767368609367739,0.150390625,0.63671875,0.4285911992968067,0.23402778374497135,0.04019258766684665,0.9494764672368877,0.11508057142222634,LR,l2,2
105,30,2.8044768810579845,0.7151982568881848,2.0892786241697996,0.150390625,0.771484375,0.5503246770585738,0.3129742349796408,0.024533880890012322,1.0638923695668299,0.13755346167474286,LR,l2,2
105,50,2.8044768810579845,0.4881570034467928,2.3163198776111917,0.150390625,0.84375,0.6155287972356099,0.34195198753876915,0.02737635634653318,1.1878115071881885,0.14365122930209107,LR,l2,2
105,100,2.8044768810579845,0.3855258463191233,2.4189510347388614,0.150390625,0.876953125,0.5799315344224074,0.4117377249657268,0.061437350813826154,1.228408736435898,0.137435688101003,LR,l2,2
106,1,3.107976566098967,2.957040243196321,0.15093632290264614,0.119140625,0.1328125,0.02678349612648117,0.028322295736582244,0.00380750159107414,0.07975482414740943,0.012268205301099157,LR,l2,2
