act,arm,seed,task,online_acc,memo_acc,dead_frac_l1,wt_med_l1,mob_l1,mob_l2,zbar_l1,zbar_l2,rowmean_abs_med_l1
R,l2wt,9,1,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,2,0.8774444444,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,3,0.7848888889,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,4,0.6923333333,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,5,0.5997777778,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,6,0.5072222222,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,7,0.4146666667,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,8,0.3221111111,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,9,0.2295555556,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,10,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,11,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,12,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,13,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,14,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,15,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,16,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,17,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,18,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,19,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,20,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,21,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,22,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,23,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,24,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,25,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,26,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,27,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,28,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,29,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,30,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,31,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,32,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,33,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,34,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,35,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,36,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,37,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,38,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,39,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,40,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,41,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,42,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,43,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,44,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,45,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,46,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,47,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,48,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,49,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2wt,9,50,0.137,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
