act,arm,seed,task,online_acc,memo_acc,dead_frac_l1,wt_med_l1,mob_l1,mob_l2,zbar_l1,zbar_l2,rowmean_abs_med_l1
R,l2rest,2,1,0.97,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,2,0.9652777778,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,3,0.9605555556,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,4,0.9558333333,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,5,0.9511111111,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,6,0.9463888889,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,7,0.9416666667,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,8,0.9369444444,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,9,0.9322222222,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,10,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,11,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,12,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,13,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,14,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,15,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,16,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,17,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,18,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,19,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,20,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,21,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,22,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,23,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,24,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,25,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,26,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,27,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,28,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,29,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,30,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,31,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,32,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,33,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,34,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,35,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,36,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,37,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,38,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,39,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,40,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,41,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,42,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,43,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,44,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,45,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,46,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,47,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,48,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,49,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
R,l2rest,2,50,0.9275,1,0.2,1.2,0.3,0.8,-0.2,0.2,0.001
